Time of Day,Activity,Age,Heart Rate,Weather,Day of Week,Recent Events,Battery Status,Sleep Score,Daily Activity,Sleep,Running,Swimming,Calories Burn,Heart Rate (show),Steps,Consumed,Weather (show),Chance of Rain,Events,Battery
Morning,Swimming,65,64,Cold,Holiday,YES,56,30,1,1,0,1,1,0,0,0,1,0,1,0
Noon,Resting,37,82,Cold,Weekday,NO,92,54,0,1,0,0,0,0,0,1,1,0,0,0
Night,Walking,75,55,Cold,Weekday,NO,57,36,1,1,0,0,1,1,1,0,1,0,0,0
Night,Resting,47,43,Rainy,Weekday,NO,96,55,0,1,0,0,0,1,0,1,1,1,0,0
Noon,Walking,46,147,Rainy,Holiday,YES,76,89,1,0,0,0,1,1,1,0,1,1,1,0
Noon,Walking,77,74,Rainy,Weekday,NO,48,80,1,0,0,0,1,0,1,0,1,1,0,0
Noon,Running,95,80,Cold,Holiday,NO,42,58,1,1,1,0,1,0,1,0,1,0,0,0
Noon,Running,99,200,Rainy,Weekday,YES,27,83,1,0,1,0,1,1,1,0,1,1,1,0
Noon,Walking,58,148,Clear,Holiday,YES,74,65,1,0,0,0,1,1,1,0,0,0,1,0
Night,Walking,52,180,Clear,Weekday,NO,52,69,1,0,0,0,1,1,1,0,0,0,0,0
Night,Resting,45,48,Rainy,Weekday,NO,42,51,0,1,0,0,0,1,0,1,1,1,0,0
Noon,Resting,67,111,Clear,Holiday,NO,32,22,0,1,0,0,0,1,0,1,0,0,0,0
Morning,Running,22,105,Clear,Holiday,YES,26,88,1,0,1,0,1,1,1,0,0,0,1,0
Noon,Swimming,61,121,Cold,Holiday,YES,25,53,1,1,0,1,1,1,0,0,1,0,1,0
Morning,Walking,67,62,Rainy,Holiday,YES,75,100,1,0,0,0,1,0,1,0,1,1,1,0
Noon,Resting,41,176,Rainy,Holiday,YES,23,36,0,1,0,0,0,1,0,1,1,1,1,0
Noon,Running,90,57,Cold,Holiday,NO,98,68,1,0,1,0,1,1,1,0,1,0,0,0
Night,Resting,69,152,Clear,Weekday,YES,57,36,0,1,0,0,0,1,0,1,0,0,1,0
Morning,Walking,92,155,Clear,Holiday,YES,52,52,1,1,0,0,1,1,1,0,0,0,1,0
Morning,Walking,67,66,Rainy,Weekday,YES,87,53,1,1,0,0,1,0,1,0,1,1,1,0
Night,Driving,65,183,Clear,Weekday,NO,93,82,1,0,0,0,0,1,0,0,0,0,0,0
Night,Swimming,37,128,Cold,Holiday,NO,31,50,1,1,0,1,1,1,0,0,1,0,0,0
Night,Driving,10,127,Cold,Weekday,YES,64,80,1,0,0,0,0,1,0,0,1,0,1,0
Night,Running,51,156,Rainy,Holiday,YES,71,41,1,1,1,0,1,1,1,0,1,1,1,0
Morning,Resting,91,197,Cold,Holiday,NO,33,18,0,1,0,0,0,1,0,0,1,0,0,0
Morning,Running,57,109,Cold,Weekday,NO,85,22,1,1,1,0,1,1,1,0,1,0,0,0
Noon,Walking,49,67,Rainy,Weekday,NO,2,66,1,0,0,0,1,0,1,0,1,1,0,1
Noon,Driving,72,106,Cold,Holiday,NO,18,21,1,1,0,0,0,1,0,0,1,0,0,1
Night,Driving,85,155,Cold,Holiday,NO,47,100,1,0,0,0,0,1,0,0,1,0,0,0
Night,Driving,81,116,Cold,Weekday,NO,33,44,1,1,0,0,0,1,0,0,1,0,0,0
Night,Running,97,83,Clear,Weekday,NO,98,47,1,1,1,0,1,0,1,0,0,0,0,0
Noon,Walking,89,179,Rainy,Weekday,NO,84,39,1,1,0,0,1,1,1,0,1,1,0,0
Noon,Resting,13,45,Rainy,Weekday,YES,35,29,0,1,0,0,0,1,0,1,1,1,1,0
Noon,Resting,47,57,Rainy,Holiday,YES,51,54,0,1,0,0,0,1,0,1,1,1,1,0
Noon,Running,36,192,Clear,Holiday,YES,18,90,1,0,1,0,1,1,1,0,0,0,1,1
Noon,Driving,18,75,Clear,Holiday,YES,88,85,1,0,0,0,0,0,0,0,0,0,1,0
Noon,Swimming,25,101,Rainy,Holiday,YES,72,17,1,1,0,1,1,1,0,0,1,1,1,0
Noon,Running,65,114,Clear,Weekday,YES,30,80,1,0,1,0,1,1,1,0,0,0,1,0
Night,Running,85,55,Rainy,Weekday,NO,44,60,1,0,1,0,1,1,1,0,1,1,0,0
Night,Walking,40,114,Clear,Holiday,NO,53,31,1,1,0,0,1,1,1,0,0,0,0,0
Night,Resting,97,182,Cold,Holiday,YES,10,73,0,0,0,0,0,1,0,1,1,0,1,1
Night,Running,23,94,Cold,Holiday,YES,87,95,1,0,1,0,1,0,1,0,1,0,1,0
Noon,Running,34,163,Rainy,Holiday,NO,52,78,1,0,1,0,1,1,1,0,1,1,0,0
Morning,Driving,43,180,Clear,Holiday,NO,49,49,1,1,0,0,0,1,0,0,0,0,0,0
Noon,Driving,76,144,Clear,Holiday,NO,11,2,1,1,0,0,0,1,0,0,0,0,0,1
Morning,Swimming,33,93,Cold,Holiday,YES,66,48,1,1,0,1,1,0,0,0,1,0,1,0
Night,Walking,82,116,Cold,Holiday,NO,58,14,1,1,0,0,1,1,1,0,1,0,0,0
Noon,Swimming,35,200,Clear,Holiday,YES,90,59,1,1,0,1,1,1,0,0,0,0,1,0
Night,Driving,29,136,Clear,Weekday,YES,36,97,1,0,0,0,0,1,0,0,0,0,1,0
Noon,Resting,73,180,Clear,Holiday,NO,33,99,0,0,0,0,0,1,0,1,0,0,0,0
Night,Driving,19,125,Clear,Weekday,NO,47,58,1,1,0,0,0,1,0,0,0,0,0,0
Morning,Walking,92,187,Clear,Weekday,YES,13,58,1,1,0,0,1,1,1,0,0,0,1,1
Morning,Driving,76,106,Clear,Holiday,NO,40,51,1,1,0,0,0,1,0,0,0,0,0,0
Morning,Walking,33,175,Rainy,Holiday,NO,89,84,1,0,0,0,1,1,1,0,1,1,0,0
Noon,Walking,14,116,Clear,Weekday,YES,68,2,1,1,0,0,1,1,1,0,0,0,1,0
Morning,Walking,76,178,Cold,Weekday,NO,42,41,1,1,0,0,1,1,1,0,1,0,0,0
Noon,Walking,67,86,Rainy,Holiday,YES,19,83,1,0,0,0,1,0,1,0,1,1,1,1
Morning,Walking,36,132,Clear,Weekday,YES,82,82,1,0,0,0,1,1,1,0,0,0,1,0
Morning,Resting,89,180,Cold,Holiday,NO,94,16,0,1,0,0,0,1,0,0,1,0,0,0
Noon,Swimming,24,120,Rainy,Holiday,YES,19,4,1,1,0,1,1,1,0,0,1,1,1,1
Noon,Running,44,74,Cold,Holiday,YES,58,12,1,1,1,0,1,0,1,0,1,0,1,0
Morning,Swimming,85,117,Clear,Weekday,NO,23,29,1,1,0,1,1,1,0,0,0,0,0,0
Noon,Walking,62,144,Clear,Weekday,NO,54,7,1,1,0,0,1,1,1,0,0,0,0,0
Morning,Resting,53,76,Clear,Holiday,NO,80,14,0,1,0,0,0,0,0,0,0,0,0,0
Noon,Driving,35,197,Clear,Weekday,YES,65,12,1,1,0,0,0,1,0,0,0,0,1,0
Night,Resting,56,199,Rainy,Weekday,YES,12,99,0,0,0,0,0,1,0,1,1,1,1,1
Night,Walking,43,164,Rainy,Weekday,NO,24,5,1,1,0,0,1,1,1,0,1,1,0,0
Night,Resting,96,79,Cold,Weekday,YES,34,81,0,0,0,0,0,0,0,1,1,0,1,0
Night,Resting,59,113,Clear,Weekday,NO,53,32,0,1,0,0,0,1,0,1,0,0,0,0
Night,Walking,93,120,Cold,Weekday,NO,8,74,1,0,0,0,1,1,1,0,1,0,0,1
Morning,Resting,21,163,Rainy,Weekday,YES,18,43,0,1,0,0,0,1,0,0,1,1,1,1
Night,Running,96,120,Clear,Holiday,NO,57,81,1,0,1,0,1,1,1,0,0,0,0,0
Night,Running,13,166,Clear,Weekday,YES,5,69,1,0,1,0,1,1,1,0,0,0,1,1
Night,Resting,96,138,Rainy,Weekday,YES,26,45,0,1,0,0,0,1,0,1,1,1,1,0
Night,Driving,57,86,Rainy,Weekday,NO,30,9,1,1,0,0,0,0,0,0,1,1,0,0
Noon,Walking,64,60,Rainy,Weekday,YES,54,49,1,1,0,0,1,0,1,0,1,1,1,0
Morning,Running,10,50,Rainy,Weekday,NO,13,33,1,1,1,0,1,1,1,0,1,1,0,1
Night,Driving,98,119,Rainy,Weekday,YES,83,100,1,0,0,0,0,1,0,0,1,1,1,0
Night,Resting,75,69,Clear,Weekday,YES,29,100,0,0,0,0,0,0,0,1,0,0,1,0
Night,Driving,39,141,Rainy,Weekday,YES,3,18,1,1,0,0,0,1,0,0,1,1,1,1
Morning,Swimming,12,74,Clear,Holiday,NO,90,9,1,1,0,1,1,0,0,0,0,0,0,0
Noon,Running,30,106,Clear,Weekday,YES,58,62,1,0,1,0,1,1,1,0,0,0,1,0
Morning,Resting,98,116,Rainy,Weekday,NO,76,57,0,1,0,0,0,1,0,0,1,1,0,0
Noon,Walking,93,177,Rainy,Weekday,YES,2,29,1,1,0,0,1,1,1,0,1,1,1,1
Night,Resting,58,130,Clear,Weekday,YES,75,78,0,0,0,0,0,1,0,1,0,0,1,0
Night,Walking,95,146,Rainy,Holiday,NO,28,25,1,1,0,0,1,1,1,0,1,1,0,0
Morning,Resting,94,121,Rainy,Holiday,NO,82,15,0,1,0,0,0,1,0,0,1,1,0,0
Morning,Driving,71,174,Rainy,Holiday,NO,77,6,1,1,0,0,0,1,0,0,1,1,0,0
Noon,Driving,47,57,Cold,Holiday,NO,86,42,1,1,0,0,0,1,0,0,1,0,0,0
Noon,Driving,24,198,Clear,Holiday,NO,76,29,1,1,0,0,0,1,0,0,0,0,0,0
Morning,Swimming,61,54,Cold,Holiday,YES,2,79,1,0,0,1,1,1,0,0,1,0,1,1
Noon,Walking,88,87,Rainy,Holiday,YES,7,93,1,0,0,0,1,0,1,0,1,1,1,1
Morning,Driving,55,70,Cold,Holiday,NO,26,4,1,1,0,0,0,0,0,0,1,0,0,0
Noon,Swimming,34,163,Rainy,Holiday,YES,90,82,1,0,0,1,1,1,0,0,1,1,1,0
Morning,Walking,30,104,Cold,Holiday,YES,88,57,1,1,0,0,1,1,1,0,1,0,1,0
Morning,Resting,97,67,Rainy,Holiday,YES,76,49,0,1,0,0,0,0,0,0,1,1,1,0
Morning,Swimming,14,163,Cold,Holiday,NO,16,44,1,1,0,1,1,1,0,0,1,0,0,1
Noon,Running,79,104,Cold,Holiday,YES,23,80,1,0,1,0,1,1,1,0,1,0,1,0
Noon,Swimming,56,171,Cold,Holiday,YES,40,75,1,0,0,1,1,1,0,0,1,0,1,0
Noon,Swimming,96,95,Clear,Holiday,YES,60,14,1,1,0,1,1,0,0,0,0,0,1,0
Morning,Walking,77,197,Cold,Holiday,NO,73,3,1,1,0,0,1,1,1,0,1,0,0,0
Noon,Resting,100,32,Clear,Weekday,YES,32,62,0,0,0,0,0,1,0,1,0,0,1,0
Noon,Running,27,146,Rainy,Holiday,YES,15,64,1,0,1,0,1,1,1,0,1,1,1,1
Morning,Driving,30,128,Cold,Weekday,NO,13,45,1,1,0,0,0,1,0,0,1,0,0,1
Night,Driving,95,181,Rainy,Holiday,NO,5,82,1,0,0,0,0,1,0,0,1,1,0,1
Morning,Swimming,32,48,Rainy,Holiday,YES,75,58,1,1,0,1,1,1,0,0,1,1,1,0
Noon,Walking,73,175,Cold,Weekday,YES,74,20,1,1,0,0,1,1,1,0,1,0,1,0
Morning,Walking,76,145,Clear,Holiday,NO,52,58,1,1,0,0,1,1,1,0,0,0,0,0
Night,Driving,49,154,Cold,Weekday,NO,77,89,1,0,0,0,0,1,0,0,1,0,0,0
Morning,Running,19,117,Rainy,Weekday,NO,41,57,1,1,1,0,1,1,1,0,1,1,0,0
Noon,Resting,98,64,Rainy,Weekday,NO,53,77,0,0,0,0,0,0,0,1,1,1,0,0
Night,Running,61,30,Cold,Holiday,NO,50,68,1,0,1,0,1,1,1,0,1,0,0,0
Noon,Resting,81,182,Clear,Holiday,NO,15,78,0,0,0,0,0,1,0,1,0,0,0,1
Night,Driving,84,155,Clear,Holiday,NO,7,97,1,0,0,0,0,1,0,0,0,0,0,1
Night,Resting,70,118,Rainy,Weekday,YES,40,92,0,0,0,0,0,1,0,1,1,1,1,0
Morning,Walking,73,173,Rainy,Weekday,NO,28,52,1,1,0,0,1,1,1,0,1,1,0,0
Morning,Swimming,14,176,Clear,Holiday,NO,32,37,1,1,0,1,1,1,0,0,0,0,0,0
Noon,Swimming,62,180,Cold,Holiday,YES,99,8,1,1,0,1,1,1,0,0,1,0,1,0
Morning,Driving,64,54,Rainy,Holiday,NO,15,44,1,1,0,0,0,1,0,0,1,1,0,1
Morning,Walking,46,45,Clear,Holiday,NO,100,98,1,0,0,0,1,1,1,0,0,0,0,0
Night,Running,65,102,Rainy,Holiday,YES,85,5,1,1,1,0,1,1,1,0,1,1,1,0
Morning,Walking,68,158,Cold,Weekday,NO,70,69,1,0,0,0,1,1,1,0,1,0,0,0
Night,Swimming,78,71,Clear,Weekday,YES,65,31,1,1,0,1,1,0,0,0,0,0,1,0
Night,Swimming,82,176,Rainy,Weekday,YES,4,45,1,1,0,1,1,1,0,0,1,1,1,1
Night,Walking,68,191,Cold,Holiday,YES,11,9,1,1,0,0,1,1,1,0,1,0,1,1
Noon,Walking,11,109,Rainy,Weekday,YES,26,32,1,1,0,0,1,1,1,0,1,1,1,0
Noon,Swimming,74,133,Cold,Weekday,NO,61,33,1,1,0,1,1,1,0,0,1,0,0,0
Noon,Running,69,175,Cold,Weekday,YES,37,67,1,0,1,0,1,1,1,0,1,0,1,0
Night,Driving,60,63,Clear,Weekday,YES,23,30,1,1,0,0,0,0,0,0,0,0,1,0
Noon,Driving,39,118,Cold,Weekday,NO,93,76,1,0,0,0,0,1,0,0,1,0,0,0
Noon,Walking,20,154,Rainy,Holiday,YES,85,29,1,1,0,0,1,1,1,0,1,1,1,0
Morning,Driving,85,74,Cold,Weekday,YES,91,3,1,1,0,0,0,0,0,0,1,0,1,0
Noon,Swimming,48,163,Cold,Holiday,YES,40,90,1,0,0,1,1,1,0,0,1,0,1,0
Noon,Swimming,99,50,Clear,Holiday,YES,77,57,1,1,0,1,1,1,0,0,0,0,1,0
Night,Walking,86,151,Cold,Holiday,NO,23,30,1,1,0,0,1,1,1,0,1,0,0,0
Night,Walking,81,99,Cold,Holiday,YES,16,9,1,1,0,0,1,0,1,0,1,0,1,1
Night,Walking,72,125,Rainy,Holiday,NO,94,26,1,1,0,0,1,1,1,0,1,1,0,0
Night,Running,73,134,Clear,Weekday,NO,61,2,1,1,1,0,1,1,1,0,0,0,0,0
Night,Driving,70,77,Clear,Weekday,YES,68,62,1,0,0,0,0,0,0,0,0,0,1,0
Night,Walking,63,68,Clear,Holiday,YES,80,3,1,1,0,0,1,0,1,0,0,0,1,0
Noon,Resting,82,60,Cold,Holiday,YES,31,46,0,1,0,0,0,0,0,1,1,0,1,0
Night,Resting,67,39,Clear,Holiday,YES,53,68,0,0,0,0,0,1,0,1,0,0,1,0
Night,Swimming,94,59,Cold,Weekday,NO,25,25,1,1,0,1,1,1,0,0,1,0,0,0
Morning,Driving,65,47,Cold,Holiday,NO,44,51,1,1,0,0,0,1,0,0,1,0,0,0
Noon,Walking,43,117,Rainy,Weekday,NO,12,13,1,1,0,0,1,1,1,0,1,1,0,1
Noon,Resting,40,154,Rainy,Holiday,YES,90,44,0,1,0,0,0,1,0,1,1,1,1,0
Noon,Driving,61,102,Rainy,Weekday,NO,97,35,1,1,0,0,0,1,0,0,1,1,0,0
Night,Swimming,98,44,Rainy,Holiday,YES,92,55,1,1,0,1,1,1,0,0,1,1,1,0
Night,Running,85,33,Rainy,Weekday,YES,9,87,1,0,1,0,1,1,1,0,1,1,1,1
Night,Driving,10,197,Cold,Holiday,YES,12,9,1,1,0,0,0,1,0,0,1,0,1,1
Morning,Driving,64,38,Cold,Weekday,YES,69,2,1,1,0,0,0,1,0,0,1,0,1,0
Night,Running,31,138,Clear,Weekday,YES,54,61,1,0,1,0,1,1,1,0,0,0,1,0
Morning,Driving,49,166,Cold,Weekday,NO,54,41,1,1,0,0,0,1,0,0,1,0,0,0
Noon,Swimming,10,183,Cold,Weekday,NO,28,44,1,1,0,1,1,1,0,0,1,0,0,0
Night,Swimming,74,161,Rainy,Weekday,YES,56,64,1,0,0,1,1,1,0,0,1,1,1,0
Morning,Running,72,45,Cold,Weekday,NO,99,31,1,1,1,0,1,1,1,0,1,0,0,0
Morning,Walking,63,172,Rainy,Weekday,YES,69,47,1,1,0,0,1,1,1,0,1,1,1,0
Night,Resting,51,128,Clear,Holiday,YES,98,2,0,1,0,0,0,1,0,1,0,0,1,0
Noon,Walking,30,150,Clear,Holiday,YES,98,96,1,0,0,0,1,1,1,0,0,0,1,0
Noon,Driving,88,81,Cold,Holiday,NO,77,82,1,0,0,0,0,0,0,0,1,0,0,0
Noon,Resting,90,98,Clear,Holiday,YES,58,77,0,0,0,0,0,0,0,1,0,0,1,0
Morning,Running,31,34,Cold,Holiday,YES,78,69,1,0,1,0,1,1,1,0,1,0,1,0
Morning,Running,47,49,Clear,Weekday,NO,75,58,1,1,1,0,1,1,1,0,0,0,0,0
Morning,Resting,89,108,Rainy,Weekday,NO,42,44,0,1,0,0,0,1,0,0,1,1,0,0
Morning,Swimming,17,175,Rainy,Weekday,NO,38,74,1,0,0,1,1,1,0,0,1,1,0,0
Noon,Resting,71,140,Rainy,Weekday,YES,68,56,0,1,0,0,0,1,0,1,1,1,1,0
Night,Driving,56,31,Rainy,Weekday,YES,53,43,1,1,0,0,0,1,0,0,1,1,1,0
Morning,Swimming,26,122,Cold,Holiday,NO,33,89,1,0,0,1,1,1,0,0,1,0,0,0
Morning,Running,26,42,Clear,Holiday,YES,71,34,1,1,1,0,1,1,1,0,0,0,1,0
Noon,Resting,99,33,Cold,Holiday,NO,56,30,0,1,0,0,0,1,0,1,1,0,0,0
Night,Walking,22,199,Rainy,Holiday,NO,72,71,1,0,0,0,1,1,1,0,1,1,0,0
Night,Walking,26,138,Cold,Weekday,YES,51,70,1,0,0,0,1,1,1,0,1,0,1,0
Noon,Driving,47,103,Clear,Weekday,YES,74,55,1,1,0,0,0,1,0,0,0,0,1,0
Noon,Walking,90,124,Cold,Weekday,NO,43,67,1,0,0,0,1,1,1,0,1,0,0,0
Night,Resting,87,134,Clear,Holiday,NO,15,13,0,1,0,0,0,1,0,1,0,0,0,1
Morning,Resting,54,37,Cold,Weekday,NO,38,3,0,1,0,0,0,1,0,0,1,0,0,0
Night,Walking,15,96,Clear,Holiday,NO,15,26,1,1,0,0,1,0,1,0,0,0,0,1
Noon,Resting,44,139,Clear,Weekday,YES,5,57,0,1,0,0,0,1,0,1,0,0,1,1
Morning,Driving,23,38,Rainy,Weekday,NO,93,24,1,1,0,0,0,1,0,0,1,1,0,0
Morning,Swimming,81,146,Clear,Holiday,NO,83,53,1,1,0,1,1,1,0,0,0,0,0,0
Noon,Driving,70,40,Rainy,Weekday,NO,54,70,1,0,0,0,0,1,0,0,1,1,0,0
Noon,Driving,24,128,Rainy,Weekday,YES,51,43,1,1,0,0,0,1,0,0,1,1,1,0
Noon,Resting,63,71,Rainy,Holiday,YES,10,60,0,0,0,0,0,0,0,1,1,1,1,1
Night,Swimming,36,170,Cold,Weekday,NO,12,58,1,1,0,1,1,1,0,0,1,0,0,1
Night,Resting,22,193,Cold,Holiday,YES,4,49,0,1,0,0,0,1,0,1,1,0,1,1
Morning,Running,40,149,Cold,Weekday,YES,95,42,1,1,1,0,1,1,1,0,1,0,1,0
Noon,Resting,44,170,Cold,Weekday,YES,18,76,0,0,0,0,0,1,0,1,1,0,1,1
Morning,Resting,69,41,Clear,Weekday,NO,80,100,0,0,0,0,0,1,0,0,0,0,0,0
Morning,Resting,15,66,Clear,Weekday,NO,36,66,0,0,0,0,0,0,0,0,0,0,0,0
Morning,Swimming,78,103,Cold,Weekday,YES,25,11,1,1,0,1,1,1,0,0,1,0,1,0
Morning,Resting,95,102,Clear,Weekday,NO,87,98,0,0,0,0,0,1,0,0,0,0,0,0
Noon,Swimming,67,81,Clear,Weekday,NO,76,90,1,0,0,1,1,0,0,0,0,0,0,0
Morning,Walking,58,159,Rainy,Weekday,YES,98,18,1,1,0,0,1,1,1,0,1,1,1,0
Noon,Running,32,85,Rainy,Holiday,YES,36,85,1,0,1,0,1,0,1,0,1,1,1,0
Noon,Swimming,98,89,Rainy,Holiday,NO,67,100,1,0,0,1,1,0,0,0,1,1,0,0
Night,Walking,43,52,Rainy,Weekday,YES,9,52,1,1,0,0,1,1,1,0,1,1,1,1
Noon,Swimming,35,132,Clear,Weekday,NO,61,46,1,1,0,1,1,1,0,0,0,0,0,0
Night,Swimming,56,69,Cold,Holiday,NO,53,44,1,1,0,1,1,0,0,0,1,0,0,0
Noon,Running,14,93,Clear,Weekday,YES,18,22,1,1,1,0,1,0,1,0,0,0,1,1
Noon,Driving,99,114,Clear,Weekday,NO,43,53,1,1,0,0,0,1,0,0,0,0,0,0
Noon,Driving,29,180,Clear,Holiday,NO,35,59,1,1,0,0,0,1,0,0,0,0,0,0
Night,Swimming,15,186,Rainy,Weekday,YES,63,94,1,0,0,1,1,1,0,0,1,1,1,0
Night,Resting,79,118,Rainy,Weekday,YES,98,30,0,1,0,0,0,1,0,1,1,1,1,0
Morning,Walking,68,60,Rainy,Holiday,YES,78,8,1,1,0,0,1,0,1,0,1,1,1,0
